label,text
1,erantzun aproposena neurri ausart eta egin
1,eraso matxista izan izan galdakako jaietan egun honetan arratsalde elkar dago
0,erdaldunak eta euskaldunak euskara batzen gaitu frantsesak eta espaniar estatua urrundu euskara izan hiru kulturen arteko zubia
1,ere aupa hibaikako gure txapeldunak egun honetan tan ondo etorria
2,ere bultzatuko edukieuskadi egin eta gure etorkizuna bermatzeko
0,errespetu handiz aritu dira bakegintzaz pare bat segundu eta egurrean boto bila amaitu diren artean lastima
0,ertzantza kale amaitu izan
1,esan gura dut egun honetan egun irudikatu zerumuga nazioaren aitortza dela subirautza partekatua futbolean selekzio propioaz jokatzea
1,eskerrak zer espaniar estatua hitz egin duen jakina baita elgoibarren oso gutxik ulertzen dutela euskara
2,eskerrik ugari argazkia eta zure tratu onagatik herri babesten zaitu
2,eskerrik ugari beste mundu batean bizi direnei errealitatera urbiltzeagatik besarkada bat
2,eskerrik ugari bihotz zorionak
1,eskerrik ugari bisitagatik nahi duzuen arte
1,eskerrik ugari buruabihotza
1,eskerrik ugari donostia egon zareten guztiei
1,eskerrik ugari errenteriara etortzeagatik
0,eskerrik ugari eta egun honetan lehio nire galdera erantzun zuek entzun indarrak ematen ditu
0,eskerrik ugari eta izugarrria gaurko mitin goaz
1,eskerrik ugari eta gure kezkak erantzun tartetxoa hartu izanagatikn
0,eskerrik ugari etortzeagatik
2,eskerrik ugari gora catalunya eta euskal herri
1,eskerrik ugari isa
1,eskerrik ugari izas euskadi aupa imos arrasar
1,eskerrik ugari etairiarteri ilusio eta proposamen zabaltze
0,eskerrik ugari presidente siempre
1,eskerrik ugari zaila izan txio batean laburtzea
1,eskerrik ugari zuei hurrengorako ere prestn
0,eskerrik ugari zuen partehartze eta konrpomezuagatik
0,eskerrik ugari zure lan sareetan ere ez izan makala
2,eskerrik ugari eusko lagun
0,eskerrik ugari egun honetan eguerdian euskara programa jarri egun honetan goiz oraindik jarri gabe zegoen eta
2,espaniar estatua konstituzioa eta giza eskubideak erantzun
2,espaniar estatua konstituzioa eta giza eskubideak erantzun ametsen galderari
2,espaniar estatua demokratizaezina izan demokratizaezina izan eta berarekin batera kolonietako sukursalak ere ez
2,espaniar estatua korrupta horrekin gonbaratzen jarraitzen edukin bitartean jai eduki
2,espaniar estatua ezetz esaten digunean zer egin du
2,espaniar estatua bozetara ere aurkeztu izan bildu irabaz
2,espaniar estatua ezkerra espaniar estatua izan aurrenaurrena eta azken
2,espaniar estatua gobernu dituen konpromisu bete behar ditu foronda abiadura handia eta trenarekin
2,espaniar estatua gobernu konpromisu bete beharko ditu foronda ireki ahta burutu eta trena lur azpitik sartu
2,espaniar estatua gobernu esango diogu konpromisu bete foronda irekitzea ahta bukatzea trena lur azpitik sartzea
1,espaniar estatua gorteetan gauzatu behar eduki gure erabaki eskubidea dixit
2,espaniar estatua lan erreformaren ondorioz lehen lan dutenek aukera okerragoak dituzte
2,espaniar estatua zor publikoak marka guztiak haustengure ondorengoak hipotekatuko ditugu
2,espaniar estatua akordio lortzea ez izan posible hemen baina egun honetan elgoibarren
2,espaniar estatua menpe jarraitzeak industria basamortura garamatza politika eraginkorrak honi aurre egiteko
2,espaniar estatua ez sensibilitate ezberdina duten euskal herri dira
2,espaniar estatua gain ere izan dela galga euskal herri gizarte aurrerakoiago bat egin apustuananimo
2,espaniar estatua si
1,esteban dolar homologagarria den demokrazia batek onartu beharko luke kataluniako prozesua zer kon
2,eta barkatu ofiziala den hizkuntza erabilita monohiztunei oztopatzeagatik goazen guztiok batera euskara ez erabiltzera
2,eta benetan ez zuen inor baina egoki presidente aukeratzeko
2,eta mitin egun honetan
1,eta espaniar estatua eta aspaldin
0,eta euskal herri independiente bateko presidente izango bazinazure lehen neurria zein litzateke
0,eta egun honetan alkartasun egun
0,eta jende gehiago ere etorri izan eskerrik ugari danori hau badoa
0,eta zer uste duzu espaniar estatua gobernu lan egiteko gaztelera jakin behar izateaz
1,guk baeduki gure eredu propioa elkar eta elkar egin
2,etorkizuneko euskal herri egin politika industriala ezinbestekoa izan ngora
1,etortzea ezinezkoa izan bazaizu ere egun honetan ardoa zure omenez
2,etxe bezala zabal eta lasai telebista aurrean berriro
0,dolar kolan pobrezian iparrera begra dago eta argi utzi dute bere ekintzek baita emaitzk ere bide onetik goaz
0,dolar era
2,dolar ari izan
0,dolar adierazi zuen eskuindarrak non daude dolar ebatzitako sententziakkasurik ez
1,euskadi egin jarraitu behar eduki elkar eta elkar bidez
0,euskadi egin jarraitzeko ezinbestekoa izan itun politika berria erdiestea
2,euskadi dolar alde izan ugari egin eduki eta oraindik egiteko eduki dolar lehiatzera goaz bide onetik goaz
1,euskadi irratian erabaki eskubideari buruz espaniar estatua ezetz badio konfirmatu du ez dula ezer ingoaldebikotasuna eo ezerrez
2,euskadi dolar harro egoteko arrazoiak dauzka esan du egun honetan arratsean eta horrek izen eta abizenak ditu
1,euskadiko etorkizuna egin jarraitzeko prest
2,euskadiko gazte presidente hay relevo
1,euskado egin bozkatu
0,euskal errepublika nahi eduki ezkerretik egin
0,euskal herri naguzikeria eta arrazakeriaren iraila igandea ntannn
2,euskal herri naguzikeria eta arrazakeriaren iraila igandeantannnpiccommtosvnn
1,euskal herri errenta dolar batazbestekoa eta espaniar estatua baina hobea
1,euskal telebista ez dut uste berdin berdina adieraziko duenik gure presidente edo
2,euskaldun guztion presidente omen den katalanei horrelako aholkuak ematea lotsagarri iruditu zait
0,euskara gure altxorra izan eta babestu behar eduki emandako mezuak banatzen gaitu egun honetan
1,euskara gure altxorra izan eta babestu negar eduki emandako mezua banatzen gaitu egun honetan
0,euskara ere argi erakusten du dolar aniztasunak egin egiten duela
2,euskara herri akordio handiak behar ditu euskal herri euskalduna egin
1,euskara herri akordio behar du proposamen egoki du horretarako herri euskalduna egin eduki
2,eusko legebiltzarrerako hauteskunde bilduko eskualdea zerrendaburua euskal telebis
0,ez bada goraipatzen dutela katalunia izorratzeko eta jakinik kasu zipitziik ez diotela egin presidente
2,ez bakar espaniar estatua ere estatu izatea galarazoten deuskuamets txar emoten ditu etorkizuna
2,ez izan eztabaida ez ezer egun honetan egun politikarien maila benetan baxua izan gaurkoan inoiz baina gehiago faltan botatzen dut
0,ez izan espaniar estatua alde dolar baizik
0,ez izan feminista ez izan abertzalea ez izan ezkertiarra ezta eskumakoan izan espaniar estatua
1,ez du hitz egiten azpergarria eta zakonez falta zer egin duten ez dute esaten ez naiz balio ezerrerako gaizki
2,ez eduki etxe eduki enplegu baina ezta beldurrik ere egin gudua egin barre eta gazte
0,ez eduki independentzia nahi atzera egiteko independentzia nahi eduki hobea biziko garen egin
0,ez eskerrik ugari
1,ez naiz harritzen jokaera euskara bere euskara maila entzun ondoren
0,ezin det ulertu onartzea zentsuratu zuen programa berriro egitea gabe tragatzea izan estrategia berria
0,ezin liteke presidente izan baina baina kargu publiko bat bete aitortu du
2,foronda espaniar estatua gobernu eskuetan dagoela jarraitzaile bati azaltzen
2,gaixotasunaren aurka gudua ari diren guztiei besarkada bidaltzeaz gain zer
1,egun honetan arratsalde eta egongo izan zatoz
1,koroatze auzoa birgaitzeko lan erreferentziazko eredu dira euskadi eta dolar ere
1,egun honetan etan saioan egongo izan eta etan
0,egun honetan etan errenterian eskutik jarraitu zuzenean
1,egun honetan etan leioako kanpusean unibertsitate ikasleekin solasaldia
1,egun honetan etan eskualdea alkateen topaketa eta adierazpenak eko lege zaharren enparantzan
2,egun honetan etan solasaldia izango eduki garoa kultur laben egitasmoaren b
2,egun honetan eta
0,egun honetan izango izan azpeitia
1,egun honetan etan laudioko aldai plazan egongo izan arabako zerrenda buruarekin eta
1,egun honetan etan barakaldoko herri iraila gazte
2,egun honetan etan herri plazan mitin egongo dira eta
2,egun honetan etan eibarren eta egibarrekin jaraitu zuzenean
0,egun honetan tan debako ekitaldian pare bat abesti akustiko joko ditugu zatoz
2,egun honetan tan tolosako usabaldik donostia antolaturiko ekitaldira joateko
2,egun honetan etan elkar elkar eduki kanalean
1,egun honetan etan elkar eduki hauteskunde programa ezagutzeko
0,egun honetan etan gure presidente ikus dezakezu saioan ez ezazu galdu
0,egun honetan tan olakuetan bideo grabaketanekarri zure irrian
2,egun honetan abadiñarrok lan egun izan eduki herri apaintzen iraila eta bozkatu barre batekin
1,egun honetan algortan eta bereziki trasmitutako indarra eta ilusio benetan izugarria zorionak ekipo
1,egun honetan arabako gizartearekin topaketa izango dute eta zuzenean ikusi eatik aurrera
2,egun honetan arabako mitin eta jaia works works nrekinneta zurekin ere egin nahi eduki netorri
1,egun honetan arratsalde barakaldoan gaude
0,egun honetan arratsalde bergaran eduki hitzordu garrantzitsuabatu olaturan
0,egun honetan arratsalde eta azpeitia hitzordua plaza
1,egun honetan arratsalde euskadietorbidean egongo gara
2,egun honetan arratsalde berria ikusten gara arabako ekitaldi nagusiann
2,egun honetan arratsalde ekitaldian parte hartzeko deia egin du zer
1,egun honetan arratsalde ekitaldian parte hartzeko deia egin du zer ht
2,egun honetan basaurira presidente
2,egun honetan ere kale herri gure proiektua zugaz egin
2,egun honetan beasainen
2,egun honetan bermeora etorri gara kideak santa eufemia azokara herri egotera
1,egun honetan beste etxe bat basaurinhau izan etxe eta politika sozialaeztaukanari kendu bankuei ematekon
2,egun honetan kanpain bukatuko du kanpain bakar bihar aurrera lelopean egun aberria egin edukilako
1,egun honetan bizikleta martxa eta ekitaldia azpiko jende aukera
1,egun honetan guztiok gu izango gara gure epaile bakar egun honetan tod nosotr decidimos
1,egun honetan donostia topaketa eduki hiru emakumeekin eta eta ere
1,egun honetan donostia topaketa eduki hiru emakumeekin
1,egun honetan egon gara bergaran gure programa asaltzen
1,egun honetan egun osoko jaia antolatu du bilbonnanimatu eta egin herri
1,egun honetan eibarren untzaga plazan tan eta izango ditugu
2,egun honetan ekitaldia azpeitia plazan eta eskutik tan ez geratu etxe gora herri
1,egun honetan emankizuneko gonbita hautagaia zuzenean etan etan
2,egun honetan ere km egin behar anaia ikusteko gaurkoan haurrik gabe noiz arte
2,egun honetan ere gazte zuzendu zaie
2,egun honetan ere karpa bete betea amaitu eduki bergarako ekitaldia eta
1,egun honetan eskolapean egon gara zer eta presidente euskadirentzat eduki proiektua herri
1,egun honetan eta bilduko hainbat ordezkari bermeo izan dira santa eufemia azokako jaian
2,egun honetan eta bilduko hainbat ordezkari bermeo izan dira santa eufemia azokako jaianp
2,egun honetan eta konpañiak ehuko aretoa txiki utzi eta kanpoan jarraitu izan behar dute gazte
2,egun honetan euskal herri gazteria eta argi diote ez dutela beldurrik
2,egun honetan ez izan espaniar estatua alde dolar baizik
2,egun honetan garan jaunak ertzaintzak eragindako torturak ez direla eon dio zer izan tortura oina norbaiteri jarri
2,egun honetan etxe kale bat gertatu izan eta bere sistemak irabaz du
2,egun honetan gaueko etan elkar elkar eduki kanalean
2,egun honetan gaueko etan eskualdea zerrendaburua elkar eduki kanalean
1,egun honetan gaueko etan juana etxe elkar eduki
1,egun honetan gaueko etan elkar eduki kanalean
1,egun honetan gazte konfiantza eskatu nahi dut lan berria agindu ditugu eta lehen lan aukerak agindu ditugu
1,egun honetan gernika eta izango ditugu autogobernuaren balioaz hitz egiteko
2,egun honetan getxon orain
1,egun honetan eskualdea kideekin eta hirurok gure emakume arraunlariak animatzen
0,egun honetan goiz bildu gara aurkeztu eta gure proposamen jakin eman asmoz
2,egun honetan goiz egon izan eta
2,egun honetan goiz eta donostia egongo dira estropadetan animatu zaitezte
1,egun honetan goiz gernika azokan izan izan hainbat zerrendakide eta bilduko ordezkarirekin batera
2,egun honetan goiz leaartibaiko ordezkariok ispasterreko nekazal azokan egon gara
2,egun honetan goiz etan gure presidente entzun dezakezu saioan
2,egun honetan gure kanpain hasiera arrancamos campañ
2,egun honetan gure presidente urte í
2,egun honetan gurekin izango izan unai asurmendi kirol programa aurkezten tan kultur etxe
1,egun honetan hautagaiarekin etan
2,egun honetan hitzordu garrantzitsua eduki eta maialen plazan animatu
1,egun honetan ilusioz bete eduki gure mezua bazter guztietara zabaldu behar eduki
0,egun honetan presidente izan eduki hitzaldi ona eta sinesgarria nik argi eduki check_box_with_check
1,egun honetan iraunkortasunari buruzko ekitaldia etan zuzenean ikusteko
1,egun honetan irunera eramango naute proiektuak ez du inor baztarrean utziko
2,egun honetan izango eduki beste alde presidente bateranaurrera
1,egun honetan bere programaren beste puntu bat aurkeztu digu astero astero zailtasun ekonomikoak dituzten familiak desjabetzea
1,egun honetan egon behar zuen programan ez gaituzte geldituko
2,egun honetan antolatutako gazte eztabaidetan hartuko du parte
2,egun honetan kanpain amaiera eta
1,egun honetan kanpezun egon gara nafarroako ahal edukiren adiskideekin eskerrik ugari
0,egun honetan presidente hautagaien arteko eztabaida ikusiko eduki besteak beste
0,egun honetan leioakoa campusean jende lepo
1,egun honetan miribillara ezin joan baina bihotz bertan
1,egun honetan barakaldon eta jarraitu zuzenean
1,egun honetan mondragon unibertsitateko urte hasiera ekitaldian hainbat ordezkari egon garannsorte on
1,egun honetan egon izan kideekin
1,egun honetan eta bozkatu
2,egun honetan eta solobarria plazanean
2,egun honetan izan izan mitin asteazkenean aldiz etan garoan zita
2,egun honetan noizbaitnonbait kale eta ozenki zerbait interesgarria esanen balu euskara
1,egun honetan otxartaga plazan emakumeok euskadi aldatzen neskerrik ugari
2,egun honetan ondo goaz gure apustua argia dela etan bozkatu eduki
2,egun honetan elkar
1,egun honetan eta ordu berean ehunka pertsona irabaz goaz redios
2,egun honetan villabonako kale herri zuzenean eskuorriak banatzen eta programa azaltzen
1,egun honetan zarautzko euskal jaian eduki eta batera
2,gaurko parranda edo bihar aperitiboan etxe lan eta kale orain amaitu izan lau urte ibilbidea igandean eman botoa ehbilduri
2,gaurko soziometroan bi datu interesgarri egon dira neh bildu eskualdea indartsu ageri izan lehen postuaren bilanpsek ez dute gehiengoa
1,gaurtik bihar jaixetan topera asteartian danok eta entzun
1,gauza ugari jar ditzaket zalantzan estrategia egite estilo baina egun honetan eta orain ez dut zalantzan jarri rentzako bozkatu
2,gauzak argitxo azaldu dizkio asturiar batek eta diskurtso espaniar estatua jatorrari
1,gazte bozkatu zein den argi eduki gazte egin edukin alternatiba hain zuzen ere gurea
2,gazte argi eduki etorkizuna egin goaz
0,gazte etorkizun hobea bateri baietz diogu bihar gazte
0,gazte herri honen istoria idatzi eta etorkizuna egin eduki horretarako igande honetan
2,gazte proposamen haratago gazte proiektua du gazteherria egin
0,gernika zuhaitz aurrean zutunik askatasunaren alde gudua zutenen gomutan
2,eskualdea gauzak ondo egin ez luke behar errauste plantarik
1,eskualdea hautagaien eztabaida programan
2,eskualdea zerrendaburuari egin diogun elkar entzungai
0,eskualdea zerrendakideak kanpain azken txanpan igandean bozkatu
0,eskualdea zerrendak bezala
0,eskualdea zerrenda burua igandean dudarik ez nire bozkatu
1,eskualdea egondakoan argi utzi genuen gastuan ez ezik sarreretan ere eragin daitekeela
2,eskualdea onena presidente jarraitzea igandean zure botoa
0,goazen euskal errepublika egin lan hastera gu ere horretarako
1,gogoratu egun honetan eta
2,goiz eskualdea hautagaiak izan dira
2,goiz eusko legebiltzarreko hauteskunde presidente den alkarrizketauko dogu
2,goiz egun honetan elkar edukiko hauteskunde berbetan
2,goiz egun honetan olabarrieta alkarrizketauko dogu
2,gora euskadi askatuta gora presidente
1,gora euskadi azkatutangora presidente
1,gora emakume zer indarra egun honetan larraitz ugarte entzun plazerra
2,gorroto bideo ikusita egin bideo hau ikustea komeni izan
1,gu kook apalik euzkolurganian zutunik aurkezten gara herri honen aurrean hauteskunde bihar bozkatu
2,guk argi eduki posizio pragmatikoena independentzia izan espaniar estatua menpe jarraitzea jasanezina zaigu eta
2,guk ere kanpañakin bat eitten doungaur plazan bihar botua ematen danokn nanimo irabaz
0,guk elkar egin egiten eduki eta orereta horren froga argia izan
2,gure jarrera egin ez izan etorriko ezer suntsitu etorkizun hobea nahi eduki sire freskoa gara
2,gure presidente lehen aipamena presoei
1,gutxienezko soldataz dolar gorakoa izatea nahi du hezkuntza eta industria lotuz
2,guztiok batera egin presidente s
2,hainbeste xehetasunagatik harro sentitzen izan zutaz erabat zorionak urte askotarako presidente
1,harresiak altxatzen dituen dolar alde egin nahi dut ndenok hartzen gaituen ehn sinisten dudala nik
2,harritu naiz ehbilduk industria politika behar edukila epe luzera horretan dabil aspalditik elkar aukerak
0,amaitu izan egin dezagun gure presidente
0,amaitu izan ekitaldia
0,amaitu izan ekitaldia azpeitia plaza beteak txaloka hartu ditu eta
0,amaitu izan telebista eztabaida eta
0,amaitu izan ingelesa defendatzen eta hezkuntza pribatuaren alde
2,amaitu izan maribirekin solasaldia berritxun
2,amaitu izan laudion josune irabien eta zuzenean jarraitu
1,amaitu izan prentsaurrekoa batera gobernu erabaki baloratzen
0,amaitu izan hau izan giroa goazeeeeen
0,amaitu izan santurtzin
0,amaitu dogu ekitaldia bilboko san frantzisko auzoan
2,amaitu eduki kanpain eta iurretatik ere bultzatuko edukieuskadi egin eta gure etorkizuna
0,amaitu gara gunea prestatzen
2,guztiok bermatzen eduki
1,hastear dago egun honetan gauean eztabaida
0,hau izan egun honetan egun sektore abertzalearen papera alde palmeroak
2,hau izan miserableak beste egunean defendatzen zuena betiko leloa betiko leloak jauntxo zikinak
1,hau izan eta espaniar estatua naguzikeria zapaltzaileraren eredua historia ezin izan desitxuratu bakea non zeinena
1,hau proposatzen du unibertsitatea eta ikerketarako justu errektoreak beste egunean eskatutakoan
0,hauek ere kanpain egiten espaniar estatua batasunagatik noski
0,hautagai guztiak oholtzan direla amaitu izan
2,hauteskunde kanpain amaitu izan euskadi aurrera
1,hauteskunde amaitu dira gure etorkizuna jokuan eta horren babeslea
2,hauteskunde egun osoko saioa egin du egun honetan debabarrenean
0,hauteskunde kontuakaz jarraitzeko egun honetan goiz alkarrizketauko dogu
2,hauteskunde euskadi san ferminetan bezala gertatzen izan bisitari ugari etorri espaniar estatua eztabaidak ekartzera
1,hautetsontziak debekatu eta zigortzen dituen estatu baten menpe gaude zer iruditu zaizu eskerrik ugari
2,hemen eduki presidente ideak eta konpromezuan
1,hemen eta orain guztiok herri
1,hemen eta orain egin
2,hemen herri bat dago herri duin bat bere askatasunaren alde gudua ari dena
1,herri borondateen garaia izan ngoazen gu ere euskal errepublika egin
2,herri honek urratsak ematen dituenean espaniar estatua epaitegietara jotzen du
1,herri justu bat nahi eduki horretarako euskal errepublika egin eduki bide horretan
2,herri egin argi motzak eta luzeak erabili behar dira tartekatuta
1,herri presidente izateko bozkatu
1,hezkuntza sistema propio baten alde gudua nahi edukilako
2,hiriburu ituna sinatu duen lehen gobernu izan izan gurea guztira milioi dolar ekarpena egin eduki
0,hori izan indarra laostia hori zirrara oilo ipurdia jarri naiz
1,hori izan txandaitzela izan benetanaupa guztiok euskal herri ingalaterratik botua emana herri
1,horixe izan galdera espaniar estatua ezezkoaren ondoren zer larri
1,horrela amaitu zuen beste egunean kanpain jende
2,horrela amaitu zuen beste egunean kanpain jende pozik eta lan gogoekin
1,horrela koloreztatu eduki egun honetan nasí hemos coloreado egun honetan abanto
2,egun honetan
2,egun honetan ls tolosa te esperamos
1,egun honetan telebista bildupili novedoso
1,egun honetan puedes preguntar candidata presidente x
2,egun honetan estará durangonanímate
0,egun honetan ha estado
1,hunkitu egin naiz euskadiko presidente izatea
0,etxe etxe arzalluz què recuerdos egun honetan olvidados parece
2,etxe sinistu eta konfiatu genuen askok argi edukin egin izan aukera bakar
1,guztiok espero edukin galderaren aurrean
0,presidente izango izan egun honetan solasaldien programaren barruan
0,presidente zumarragan
0,zergatik euskaldun zaharrek lan egiteko euskara agiria behar dute eta gaztelania elebakarrek ez eskerrik ugari
0,bereziki mindu naiz zuen bideo eta mindu ditu sozialista ugari ere
0,igande honetan ezin duzu galdu eta hiru emakume etorkizuna egin etan donostia ikusten gara
1,igandeko bozkatu erabaki alde ezer esan dute eta zer egun honetan goiz mobilizazio sindikalaz jakin izan
1,igandeko hauteskunde bi aukera dauzkazu edo zarautzko etxe bandera espaniar estatua jarri elkar mozioa aurkeztu zutenak
2,iguingarria benetan presidente espaniar estatua arteko leiha ikustea euskara lurperatuz bozkatu arrantzatu nahian
2,iker urdaibaiko arraunlariari elkar egun honetan kontxa irabaz eta ligaren bila dagoela
2,ikerketa eta garapenean diru gehiago inbertitu eduki presidente izanez gero
0,ilusio eta indar ugari egun honetan bilbonngazteok ngazteok
2,impresionante eskualdea buru batzar
2,indarrak batuz etorri guztiok herri berria egin bozkatu bildu
2,indartsu amaitu izan narg
2,independentistak eta beti espaniar estatua konparaketak egin baina zumarragako non itzi den
2,independentzia mailakatua alde espaniar estatua itun berria nahi du eta aukerak ikusten ditu madril
0,informazio mahaia aitañ etorri eta parte hartunnn
0,inglesa eduki zerikusi ugari dio andreak jaunak berriro unibertsitatea enpresaren zerbitzura jarri nahi du
0,inkestek izan dezaketen eragin desmobilizatzaileaz ohartarazi du presidente garrantzia duen inkesta bakar igandekoa izan
1,eta egun honetan arratsalde etan untzagan
2,gurekin egin eta etorkizuna garatzeko lanik gabe ez dago emaitzarik
0,presidente elkar
0,ipuin polit bat kontatuko dut presidente
1,irean presidente bertso saioa izango eduki bertsona galtzeko moduan
1,iraila araba eskualdea eta eskualdea ezker independentistok beraz argi izan dezagun gure aukera zein den indartu bozkatu
2,irriak utzi gabe baina euskal eskuin paktista espaniar estatua egur pixka bat ematea
1,irribarreak oholtzan eta karpa betebetea ondo amaitu izan oreretaerrenteriako ekitaldian
2,irun marchakainpaina amaitu dabestelako euskadi nahi edukilako
2,itsaso etxe igorreztarra beste egunean durangon andrazko hautagaiekaz
2,itzela larrion beste egunean elkar argigarria zehatza eta zintzoa
2,isilik zaude komentatu guretzat aprobetxatu momentua eta joan daitezela pikutara eta espaniar estatua faxistak
2,izugarrizko jakinmina egun honetan piztutakoa leioako campusean igandean uholdeak jarrai dezala
2,jarraitu zuzenean presidente hitzaldia giroa ikaragarria izan
2,gutxieneko pentsioa dolar igoko eduki guar goiz
0,jende eskatzen duena entzun duen presidente izan nahi dut enplegu gehiago desberdintasun gutxiago aukera gehiago
1,jende egun honetan donostia euskal preso eta iheslariei babesa emateko amnistiaren norabidean gure babesa
0,auntzek entera nai eta bilduk ibidxe idxen doskuiela bermeo zeuon aita putie
1,julen bollainen elkar txanda izango izan egun honetan gaueko hauteskunde saioan
0,presidente aipu independentzia nahi eta behar eduki alde blablanazioblabla
1,dioen bezala hainbat lagun dago presidente izateko
0,errenterian elkar egin eta elkar egin goraipatu du
2,egun honetan gernika proposatutako lau ardatzak
2,gazte solasaldia egin du egun honetan etan mutrikun
0,hurrengo espaniar estatua gobernu gure nazioa errespetatuko duena topatuko omenkarkarkar
1,kaixo eta zuentzako beste kartel bat berriro ere sala nazazuen
1,kaixo egun honetan goiz pio tabloietan pacma eta abarren kartelak ikusi eta bildukorik ezegon behar dira
0,kanada espaniar estatua
0,kanpain eskualdea mutrikun amaitu du kanpain
1,kanpain hasiera indartsua ehunka lagun bildu gara egun honetan arratsalde bilb
1,kanpain barre batekin amaitu eduki nbozkatu
1,kanpain entzun ere egin behar eduki proposamek batu ahal izateko guztiok talde bat egiten edukilako
2,emakume aurera pausua eman dutenak bikain ari dira durangonn neskerrik ugari
2,gazte egon izan egun honetan mariaren bihotz plazan bilboko san frantzisko auzoan
2,ikasle langile langabetu pentsionistakargi eduki egin
1,kideak arantzazura hurbildu gara festa eta aldarrikapen egun hemen eta eskualdea
2,konpromisu zailtasunak dituzten enpresei laguntzeko milioi dolar abal publikoetan
2,kontxo eztabaida amaitu izan eta tartean euskara elkar bat mantentzeko gai diren hautagaiak
1,kirol ere
0,kultur etxe bete eduki egun honetan abanton jende ilusioaz eta arrazoiaz bete ekitaldian
1,langileria ere ezkerraldean duela asko egondako mitin handiena gora goaz
1,lanpostu hobea gehiengo sindikalak sahiestuz eta espaniar estatua gutxiengoekin negozioak egiten
0,lanpostu sorrera presio fiskala politika publikoak eta zerga iruzurren aurkako gudua baliatuz
1,larraitz ugarterekin bildu solasaldia egun honetan etan ona pareko plazan zeragtik bozkatu bildu
0,larriena izan eskualdea agintean dagoela kulturan gainera hurrengo urte politika baldintzatzen ari dira
0,lau aitonamonetatik nafarrak eta eskualdea dittut zure iritzitz zer izan baskoa ala nafarra
2,laugarrena hitz hartzen hiru segundu tartea azken mezuak helarazteko
2,lehen atentzioko zentro irekiko ditugu alde zaharra eta aiete donostia kanpezu murgia eta amurrio araban zalla eskualdea
1,presidente arantzazuko andre mariaren ohoretan antolatu den ekitaldian egon izan
2,presidente biktimen zenbait elkar arduradunekin bildu izan
2,presidente den egin justifikazioa inguruan aspaldian entzun dudan argudiorik burgesena
2,presidente donostiako zinemaldiaren inaugurazioekitaldian egon izan
0,presidente serio egon izan hitzak egin batzuk salbu alferrik erabili gabe badaki zertan ari den ondo
1,presidente egotzi dio bizikidetzapolitikan trintxeratu izana ezker abertzalea erakundeetara itzuli denean
0,presidente urte izan egun honetan urte askotarako bihar ospatuko dogu
1,presidente inhabilitatu zigutela uste zute baina guk badakigu presidente onena herri dela
2,presidente etorriko izan non daude beste hautagaiak
2,lehenengo espaniar estatua tribunalek junta elektoralak denek
1,leioa arekin milaka pertsona bilboko areatzan egin euskadi
2,lekeitiotik gure zorionik beroenak presidente besarkada bat eta eutsi gogo
1,lekeitiotik zorionak presidente zure urte
0,lider espaniar estatua iglesiasriverasánchezrajoy ehn mitin duten bitartean inabilitatuta bozkatu erregimenari zaska
1,lotsagarri moderadoreaeztabaidaa amaitu eta berehala ostikada bat eman pzabalari etxe rrolloarekin
2,lotsagarri eta zinikoa zuen kanpain guztiok eduki administrazioarekin euskara egiteko eskubidea
0,enplegu sortzeko orduan espaniar estatua ajeak hartzen ari gara et
0,espaniar estatua begiratu edo dolar begiratu bi aukera dauzkagu
0,eskualdea hautagaia gure gomita tan
0,bakar aurpegiratu dio bideo eko hau oso kezkagarria izaten amaitu izan besteak
1,malkotan utzi nauzu eskerrik ugari gora euskal herri askatuta gora
1,manipulaziobotere ekonomiko eta hiltzen gaituen matxismoaren aurka gudua daudenei mezurik ez
1,mario onaindiaren buruan ez baina errealitatea tematia izan egun honetan baskismo hura
0,marko demokratikoa egin herri akordio proposamen eta zuzenduta dago
2,martitzenean lekeition eta bihar hautestontzietan egongo gara irabaz goaz
0,megafonia hotsa kale gorri batez izan ’parisko zirkoa etxe egun honetan lehenengo pasea’
1,mendi tontor gainera igo behar eduki ez nekea ez izan bide txar gora gora neska mutilak igandean guztiok bat
0,mesa informativa egun honetan traineras aupa
0,mila esker azalpenagatik zu zeuene presidente
0,mila esker gure ospakizunean parte hartu izanagatik ehren etorkizuna gazte ezkerretik egin
1,mila esker eta ilusio eta lan indautxutik ere egin
0,mindu egin gaitu mindu naiz zuek egin duzuen bideo boto pare baten truke egin duzuen hautuak eskerrik ugari
1,mintzatzen eta esagutzenduten benetazko espaniar estatua hizkuntza euskara izan beste guztia niretzat gaztelania izan
2,segundu bat hasteko
2,segundu erdian osakidetzanehunertzaintzaneuskaraz artatu ezin izan didaten hainbat egoeraz oroitu naiznn
1,segundu gutxi barru hauteskunde kanpain azken elkar egin eduki egun honetan lehendak
2,larrion hemen eta orain lortuko eduki herri duina egin baldintzak s
0,miribillako ekitaldia amaitu berri goazen hobea bat egin
2,ederto zer plan dago egun honetan eta bihar
1,kale korua bertsoak txistulariaknegin barre nigandean guztiok
2,mito paiaaaaso presidente egin barre egin herri egin topa gora ardo gorriak
1,mmm ez dut galdera ulertu eskualdea zutik aipatu nuen amaieran ez
2,moltes gràcies eskerrik ugari
1,mozala non dago naguzikeria euskal herri ez izan gauza berria
1,mujeres protagonistas egun honetan
2,murala margozten amaitu gara eta gazte parte hartzea nabaria daezkerreko gazte independentistok
