,label,text
3983,0,etxe red skinzen kantua brigadistak eta radikal chic
3984,0,etzuten erreparo handirik eduki patxilokin ñ tira
3985,0,euro kolan pobrezian iparrera begra dago eta argi utzi dute bere ekintzek baita emaitzk ere bide onetik goaz
3986,0,euro era
3987,2,euro ari izan
3988,0,euro adierazi zuen eskuindarrak non daude euro ebatzitako sententziakkasurik ez
3990,1,euskadi bizikleta estatikoan ibiltzekoak eta ados aldiz gidaliburua herri akordio proposatzea izan
3991,1,euskadi eraiki jarraitu behar eduki elkar eta elkar bidez
3992,0,euskadi eraiki jarraitzeko ezinbestekoa izan itun politika berria erdiestea
3994,2,euskadi euro alde izan asko egin eduki eta oraindik egiteko eduki euro lehiatzera goaz bide onetik goaz
3995,2,euskadi harrera lekua izatea defendatu du elkar
3997,1,euskadi irratian erabaki eskubideari buruz espainia ezetz badio konfirmatu du ez dula ezer ingoaldebikotasuna eo ezerrez
3999,1,euskadi nazioaren aitortza juridikopolitikoaren alde lan egin dut
4001,1,euskadi oasis bat baldin bada gazte erbesteratu ditu zer basamortura
4005,0,euskadi sozial eta solidarioa progresua bilatzen duen euskadi bat
4007,0,euskadi xxi mendera begira dago aniztasunaren eta elkar balioak oinarri
4008,2,euskadi pone apuros
4009,2,euskadicatalunta topaketanbihar etann
4010,2,euskadi euro harro egoteko arrazoiak dauzka esan du gaur arratsean eta horrek izen eta abizenak ditu
4011,1,euskadiko berezko hizkuntza euskara izan hortik aurrerakoak asmakeriakmodaz pasarako asmakeriak gainera
4012,1,euskadiko etorkizuna eraiki jarraitzeko prest
4013,2,euskadiko gazte lehendakari hay relevo
4014,0,euskadi babestu egin behar eduki elkar eta akordio izpiritua
4015,2,euskadi bakearen eta elkar alde egiten jarraituko eduki
4016,0,euskadi hezkuntza eta osasun zerbitzu onak ditugu eta bermatuta daude
4017,1,euskado eraiki bozkatu
4018,2,euskal administrazio publikoek mantendu egin eduki ikerkuntzainbertsioa eta konpromisu eduki urte igotzeko
4019,1,euskal alde popularra nazionalistak ez direnen ahotsa izango izan legebiltzarrean
4020,0,euskal ekonomian industriaren pisua ekoa izateko helburua eduki
4021,0,euskal errepublika nahi eduki ezkerretik eraiki
4022,2,euskal estatu bat lortu nahi dudalako eta gizarte hontan gauza asko aldatu behar direla uste dudalako ehbildun
4023,2,euskal estatu feminista baina ala baina harro ehbilduko zerrendetako emakume feministekin
4024,1,euskal gazte hitz egin die eta milioiko enplegu plana abian jarri duela hitzeman du
4025,2,euskal gehiengo sindikalaren lan txalotu nahi eduki bihar lakua eta ccoougt artean sinatutako akordio salatuko dute
4026,1,euskal gizarte osoaren lorpena izan d ardura konpromisu eta elkar erakutsi ditu harro nago euskal gizartearekin
4027,2,euskal herri gorria berdea eta maitasun kolore eta usainekoa nahi eduki
4028,2,euskal herri baina – soutien à et
4029,1,euskal herri eta gabeko lurraldea izatea nahi eduki guk burujabetza osoa guk bildu
4030,0,euskal herri faxismo eta arrazakeriaren iraila igandea ntannn
4031,2,euskal herri faxismo eta arrazakeriaren iraila igandeantannnpictwittercommtosvnn
4032,0,euskal herri terminoa manipulatua izan dala dio nortzuk izan dira manipulazio hori egin dutenak
4033,0,euskal herri askatasunaren ateak irekiak baditu zuengatik izan eta zuek zarete etorkizunaren berma
4034,1,euskal herri elebakartasunaren alde egiten duten horientzat eta irakaspenann
4035,1,euskal herri euskara
4036,1,euskal herri euskara gu euskaldun gara kale
4037,1,euskal herri ez ahaztu berak hartu izan dituela sozialistak kontsidera daitezkeen neurri batzuk rgia esaterako
4038,1,euskal herri etorkizunak emakume aurpegia du emakume langile eta euskaldunaren aurpegia du
4039,2,euskal herri etorkizunak emakume euskaldun lagile eta euskaldunaren aurpegia du
4040,2,euskal herri bideo ez eta katalanei lekzioak ematen hasiko izan
4041,1,euskal herri gazteriak badaki zer nahi duen gero esango dute iraganeko zerbait dela
4042,1,euskal herri hauteskunde kanpain klasiko bat bihurtzen ari izan euskara erasotzea
4043,2,euskal herri hauteskunde pokequedadan google translator erabili tuiteatzekon boikotan euskara kontra
4044,1,euskal herri errenta euro batazbestekoa eta espainia baina hobea
4045,0,euskal herri kanpo hobea zaudete hemen ez eduki rajoyren lege restriktibo eta liberalik nahi ez gastatu energia debalde
4046,2,euskal instituzioek eta ez dotso aukerarik ematen gaztelera egiteko onartezina
4048,2,euskal langileok ez eduki iruzurrik onartuko confebaskccoougt langileon hitz errespetatu
4049,2,euskal 
4050,2,euskal preso iheslari eta deportatuen afera lehen lerroan mantentzeko ezinbestekoa izan bozkatu
4051,1,euskal preso politikoen kolektiboak ehbildurentzat bozkatu eskatu du
4052,1,euskal telebista ez dut uste berdin berdina adieraziko duenik gure lehendakari edo
4053,2,euskal unibertsitateetako ikasle guztiek euskara menperatzea litzateke lehen urratsa ezta
4054,1,euskaldun guziek ez dute bozkatu dretxorik zuk haur gastatua bezala kasketaldi antidemokratikoa egiten
4055,2,euskaldun guztion lehendakari omen den katalanei horrelako aholkuak ematea lotsagarri iruditu zait
4056,2,euskaldun izan zaitezke mutu zauden bitartean horraino iristen dira batzuentzako
4057,2,euskaldun petoa izanda zergaitik zauz kalkuladora begiratzen ia gaz ematen baiatzu gobiernoa osatzekonora goaz
4058,2,euskalduna eta ezkertiarra bazara gureak aurrera egiteko zeure botoa behar eduki nahi ere bozkatu mila esker
4059,2,euskalduna izan eta harro nagon
4060,2,euskaldunak izateagatik ala hizkuntzalariakfilologoak izateagatik astunak edo biengatik
4061,1,euskaldunen aurkako eta bideo oso txantxangorri dena
4062,2,euskaldunoi erasorik ez eta frankistak mezu berbera lotsagarri
4063,0,euskaldunok baina diskriminatuak elebakarrak pizza euskaldunok
4064,2,euskaldunok izango gara euskal herri erabaki edukinak esaten entzunda ia emozionatu izan
4065,0,euskaldunon kontrako beste eraso bat eta elebakarrak zarete inposatzaile bakar
4066,1,euskara aukera berdintasuna ea zer esaten den gai horien inguruan eta bereziki ea zer dioen andereak
4067,1,euskara babesten hasita bi gauza behar hrekin eta mezuak eneeeee
4068,2,euskara babestu behar eduki zure txioetan behintzat ondo babesten duzu ez izan berehalakoan gastatuko
4069,2,euskara baztertzen dela agerikoa izan honetaz ez duzue ezer esaten
4070,0,euskara edo eta hizkuntza baten erabilera sustraitzeko ekonomikoki irabaz bat izan behar du
4071,2,euskara eta hezkuntza ez dira nahaztu behar
4072,0,euskara gure altxorra izan eta babestu behar eduki emandako mezuak banatzen gaitu gaur
4073,1,euskara gure altxorra izan eta babestu negar eduki emandako mezua banatzen gaitu gaur
4074,2,euskara hizpide koldo akarregiri erantzun
4075,0,euskara lanhizkuntza euskara ere bizi nahi edukilako
4076,1,euskara maila jarri bagenu alde handiagoa litzateke
4077,1,euskara mailanmaddalenbikaionaneskasanni puta idea
4078,1,euskara zapaldua eta gaztelera hegemonikoa diren herri honetan honela irabaz nahi ditu bozkatu
4079,1,euskara gaia esango nuke nik
4080,0,euskara bizirik bizibizirik jarraitzea nahi baduzu bozkatu
4081,0,euskara bizirik jarraitzen badu zuek bezala pentsatzen ez edukinoi esker izan
4082,0,euskara ere argi erakusten du euro aniztasunak eraiki egiten duela
4083,2,euskara eta euskal herri errespetua merezi eduki lotsagarri
4084,2,euskara herri akordio handiak behar ditu euskal herri euskalduna eraiki
4085,1,euskara herri akordio behar du proposamen egoki du horretarako herri euskalduna eraiki eduki
4086,0,euskara jarrera pattala gaztelera nagusi
4087,0,euskara aurka atera duen bideo ondoren berehala apurtu beharko lituzke instituzioetan dituen akordio
4088,2,euskara gaiaz etxe ez dadila trabarik izan lanpostu publikoak lortzeko
4089,0,euskara inguruan euskara bizi gaitezen dio pasa zuen alde hitzetatik ekintzetara erabilera ikusi besterik ez dago
4090,0,euskara inguruko eztabaida artean eta besteei hitz ez zien eman nahi
4091,0,euskara inposaketak everywhere
4092,2,euskara ateak zabaltzen jarraitzen eduki
4093,0,euskara buruz berba dagizun aldiroerdaldun elebakarrak euskara urruntzen dituzu eta euskaldunok haserrarazi
4094,1,euskara buruzko bideo oso esanguratsuanazka handia ematen duzue ez duzue lotsariknolako muturra duzuen
4095,0,euskara toki ederra egiten diozue
4096,0,euskara bizi nahi dut
4098,1,euskara eroso dabiltzan bakar miriarte eta aurkezlea dira eta bere miloak hortxe dabiltz ere
4099,1,euskara eta kitto euskara inguruan egin bideo batek haserrea eta nazka eragin ditu 
4100,0,euskara gaztelera eta ezagutzen ez ditudan hainabt hizkuntzatan ulertzeko moduan idiota
4101,0,euskara hartatuak izateko eskubidea eta estatutua zuen proposamen gainetik daude gustatu ala ez
4102,0,euskara zer esklusioa euskara ez dakienari bide batez bideo
4103,0,euskara evidente nekatuta nago baina
4104,0,euskara bertsioak ere gorrotoa sustatzen dun
4105,0,euskara ez bezala oso ondo aprobetxatu ditu azken horiek kalimero estiloa guzti
4106,0,euskara zapaldu nahi duzuenoi
4107,0,euskara mintzatzen azken izan azken
4108,1,euskara sektarioak baztertzaileak
4111,0,eusko jairlaritza id arloan m gastatu gabe hori izan kongobernuak utzi duena
4112,0,eusko jairlaritza hizkuntza politika diseinatu duela eta diseinatuko duela jakinarazi du zer
4114,2,eusko legebiltzarrerako hauteskunde bilduko gipuzkoa zerrendaburua euskal telebis
4115,2,eusko alde jeltzalea aurrera
4117,0,etako militante oihak 
4118,0,hori izan
4120,0,eyes badator arabako ekitaldi nagusia osteguna plaza berria
4124,0,ez bada goraipatzen dutela katalunia izorratzeko eta jakinik kasu zipitziik ez diotela egin lehendakari
4125,2,ez bakar espainia ere estatu izatea galarazoten deuskuamets txar emoten ditu etorkizuna
4126,0,ez bazenu egin berak egin zintuen dena den beraz baduzu ukaldi baten aitzina
4127,0,ez beti betikoan jarraitzea etabeharrezkoa bada paktatzea urratsik ez emateko subirautzaruntz
4128,1,ez izan hori eibar eta debabarrena alde aplikatzen duen politika
4129,2,ez izan eztabaida ez ezer gaur egun politikarien maila benetan baxua izan gaurkoan inoiz baino gehiago faltan botatzen dut
4130,0,ez izan espainia alde euro baizik
4131,0,ez izan feminista ez izan abertzalea ez izan ezkertiarra ezta eskumakoan izan espainia
4132,0,ez izan kentzea denborak neurtzea baizik eta eman eta eman dabil
4133,0,ez izan falta den bakar ere etxe utzi dute batzuek
4134,0,ez izan nire alde hori baina dela argumentu sendoa
4135,0,ez izan nire ezpalekoabaina egia borobila esan duhain maila eskaseko estatubururik
4136,0,ez izan lan gauzak garbi legelbiltzarraren lan izan ez dituztelako gauzak margenakin egiten
4137,1,ez izan saio bat ez zarete ezertaz enteratzen
4138,0,ez dago eskubiderik euskaltegira
4139,0,ez dakit euskara argitaratzen den egun bakar portada honek zeozer argitzen dizun
4140,1,ez dakit inor egongo den ikusten baina buenoiriartek kontrolatzen du ondoen medioa eta bere paperean
4141,0,ez dakit zer pentsatuko duzuen baina liburua pasatu
4142,0,ez dakit jaunak enplegu eta enplegu duina bereizten dakien
4143,0,ez ditu balio autorik gabeko egun bat antolatziak egun autuan erabilera bultzatzen bada
4145,1,ez diot ulertzen andreari esaten du euskadi gauza txar egin direla badaki gauza horiexek zer eta aurrera atera dutela
4146,1,ez ditugu batzuk besteengatik hipotekatuko
4148,1,ez ditzagun formak galdu horrexen zain daude
4149,1,ez dizu lotsarik ematen euskalduna izanda bideo iguingarri hau bertxiotzeak zer izan autogorrotoa
4150,2,ez dotse emon astirik goxean arian metodoa erosi eta nahi izan ditu baina pena
4152,1,ez du hitz egiten azpergarria eta zakonez falta zer egin duten ez dute esaten ez dit balio ezerrerako gaizki
4153,1,ez du hori esan
4154,2,ez du zentzurik jendarte feministaren alde izan eta jarrera matxista izatea
4155,2,ez eduki enplegu ez eduki etxe ez eduki beldurrik ere aldaketa posible izan guk
4156,2,ez eduki etxe eduki enplegu baina ezta beldurrik ere egin borroka egin barre eta gazte
4157,0,ez eduki independentzia nahi atzera egiteko independentzia nahi eduki hobea biziko garen eraiki
4158,0,ez eduki inoren uztarripean bizi nahink horrela bukatu du bere agerraldian
4159,0,ez eduki iruzurrik onartuko diruaren morroi eta eliteen alde
4160,0,ez eduki onartuko beste eraso matxistarik koa salatu eduki twitter
4161,0,ez edukila programarik tori urte luzetanegunez egun arloz arlo lan gabizen herri egin
4162,0,ez dut era itxaron beharrik lan goraipatzeko maldan behera zihoana aurreaurrean jarri lortu duzue zorionak
4163,0,ez dut ikusten hautagaia zer gertatu zaio
4164,0,ez dut inoren eusk mailarekin sartu nahi baina eta euskara elkar eztabaidan ikustea surrealista izan
4165,2,ez dut osoeteroa izan nahi baina niri inongo kargurik izateko baliogabetua dagoela iruditu zait argi
4166,1,ez dut txapas izan nahi baina ez dut uste akatsak onartuko liratekeenik erderaz euskara onartu behar ditugu
4167,0,ez dut ulertzen zer ez duzu ulertzen sartzea
4168,1,ez dut uste moztu egin zaitudanik mmmm odolik ez izan egongo
4169,2,ez dut zure propaganda nahi zoazte antzarrak ferretzera
4170,0,ez duzue lotsarik
4171,0,ez duzue lotsarik euskaldunak gutxiesteko askatasuna noiztik izan eskubidea franquismo garaitik
4172,1,ez egin herri irabaz goaz eta
4173,0,ez erekin mandela baina katalana ezkerraoak política txupando polla jeltzales
4174,0,ez esatearren prozesuan itzaron idazten dutela tramitean diputazio edo izen puaghren kontratazioak hatzamarrez
4175,0,ez eskerrik asko asko
4176,1,ez euskara esango baligu ezta
4177,0,ez galdu eta entzun aukera asteazkenean leioako kanpusean
4178,0,ez galdu eta entzun aukera ekitaldi polit eta atsegina izango izan gaurkoa
4179,0,ez gaude erabaki eskubidearen alde izan ideia ez zaudetela eskubide baten alde
4180,0,ez hauek ez omen dute merezi ezer eurek antza bilatu zuten akordio bilateraletako bati esker lotsa
4181,0,ez horregatik ala izatea espero dut
4182,2,ez inkestetak helburu jakin batekin egiten dira beti botua gidatzeko eta aukera jakin bat indartzeko kasu honetan
4183,1,ez izan gaiztoa
4184,0,ez izan horren faltsuak zuek jarri zenituzten kartel hauek barakaldon
4185,0,ez jakinak ematen duen ausardia ez izan euskaldunok merezi edukina
4186,0,ez motel ez diat esan nerea ere baina barrutik horrela esan didate preso batzuk denen izen ez hitzein
4187,0,ez izan egon baina argazkiak ikusita itzelezko inbidia belondeizuela
4188,0,ez izan ezkertiarra bainan zoin polit den erraten duzuena gure mintzairari gainean gora zuek gora eskuara
4189,1,ez dit harritzen jokaera euskara bere euskara maila entzun ondoren
4190,2,ez nekea ezta bide txar oinezarineketan style nora heltzeko baina
4191,2,ez neronek ikusi nituen gazte pokémonak ehizatzen areatzan
4192,2,ez nian halako proportzio falta espero hik gidatutako eztabaida batean lehen ere denbora izaten dik
4193,1,ez nuen zuregandik horrelako jarrerarik esperoneskertzekoa erantzun
4194,1,ez paradisu ez
4195,0,ez pentsa zer bahitu du behar ez denean jarri
4196,1,ez pentsa irtenbidea dela ezker abertzalea eta ez dago demokraziarik abstentzioa
4197,0,ez unibertsitatean ezta oinarrizko zerbitzuetan hizkuntza ez izan inoiz oztopo izango ikusi eta ikasin
4198,2,ez zaitez sartu handinahikerietan goazen arrasar izan zeu lankidetza umiltasuna eta enpatia azaldu
4199,0,ez zenekien eta upn gauza bera dira bada ez pada nafarroan orain euskadi bezela ere baina izan
4200,0,ez ziren galderaren zentzutik larregi urrunduko  seguru harago ektoplasma bat baita
4201,0,ezagun ezazu eta guipuzkoako hautahaiak
4203,1,ezagutzen hautagaia izan
4204,0,ezdakit ikusiko eduki oraindikn
4205,0,ezer gutxi du sozialistatik jendartean bizitzeko eskubide guztiak nahi dituenak inolako betebeharrik eduki gabe
4206,0,ezetz bozkatu duzuenok eta bilduren arteko akordio espero duzue oraindik ala
4207,0,ezin badut dantzarik egin ez izan nire iraultza gazte bildun
4208,2,ezin izan lan duina bermatu euskal gehiengo sindikala alboratuta eta patronalarekin bakar hitzarmenak egin
4209,0,ezin izan nahaztu euskara hezkuntzarekin
4210,0,ezin izan nahaztu hezkuntza euskara eta gure proposamen
4211,0,ezin det ulertu onartzea zentsuratu zuen programa berriz egitea gabe tragatzea izan estrategia berria
4212,0,ezin dira nahaztu euskara hizkuntza eta gure proposamen
4213,2,ezin duzu galdu gaurko ekitaldia eta
4215,0,ezin liteke lehendakari izan baina baina kargu publiko bat bete aitortu du
4216,0,ezina ekinez egin
4217,1,ezinbestekoa programa irakurtzea inoizko onena
4218,1,ezjakin hauei zer proposatzen duen berdintasun utopikoa ere gehitxo iruditu zaie upydren patua opa diet
4219,0,ezjakintasuna populismo merkea eta boto gosea
4221,1,ezker abertzaleak denbora luze darama politika egiten ez zietenean utzi ere baina prepotentzia eta soberbia ikaragarria izan
4222,2,ezker abertzalearen izen ezin duela berbarik egin esan ditu
4223,2,ezkerra eskuinaren diskurtsoa eta metodoak erabiltzen dituenean eskuina den seinale
4224,0,ezkerrean heldulekurik ez eta eskuinaldetik ea zer harrapatzen duten
4225,0,ezkerreko politikarako eskuineko gobernu aurkako mugimendu transbersal eta ausarta izan ezinbestekoa
4226,0,ezkerrik asko
4227,0,ezpain gorrien agerraldia donostiako kanpusean
4228,0,ezpain gorrien iraultza
4229,1,ezpainetako barra gorri barik ezpain alaiak eskaintzen ditugu herbeheretatik gora eta gora herri
4230,1,ezta ere sortu karakterekin ezin ondo espresatu dena dela ez dakit nora iritsi nahi duzun
4231,0,eztabaida gizarte gaiak
4232,0,eztabaidak interes soziala duela argi geratu izan
4233,1,eztabaidako irabaz argi eta argi izan izan
4234,0,eztabaida mahaian bi gai nagusi fermin erbiti begoñ errazti eta eta azalpenak
4235,1,ez dakit neu bezalako euskaldunok nahiko astunak garelako beti hizkuntzakaritzako kontuekin asko gara holakoak
4236,1,facebook inguruko irudi hau salatu duzue azalpenik
4237,2,facebook min egin dotzue kartel honek hemen ere ikusiko dozue
4238,2,falta ariel ortega
4240,1,faltan bota dira herri katalanei erreferentziak
4241,0,familia gizartearen motorra izan eta familia lagundunnahi eduki gure gizartea indartzeko
4242,1,familiek ñ
4243,0,faut essayer mon vieux
4244,1,faxista madarikatuak erasotzen gaituzte eta defendatzen garenean terrorista deituterroristak zuok zarete
4245,0,feminismoaz soilik hitz egiten du programan besteek berdintasunez mitin aldiz feminismoaz ere
4247,1,fíjate
4248,2,filtro hori oso arriskutsua izan
4250,1,fipatzen
4252,1,forense batek gorpu baten azterketaren txostena egin behar badu ez du behar gezurra gezurraren gainean
4253,1,forentseei gaztelera jakin eskatzea beharrezkoa izan
4254,1,formato honekin hondartzan baino lasaiago dago q
4256,2,foronda espainia gobernu eskuetan dagoela jarraitzaile bati azaltzen
4257,1,foru hauteskunde ostean aipatu nuen zela diskurtso etnizistena egin zuena eta horrek arrakasta pixka bat izan zuela orain bide
4258,0,fotazo campañon
4261,1,fronte historiko propioa sortu bigu kale eta orrek onarpena du ezinbesteko
4262,1,fuerza
4263,1,fuerza elkar
4264,1,funk
4265,1,funkzionario bati euskara ez eskatzea hizkuntza eta euskaldunen eskubideen heriotza izan politika hark genozidio izen du
4267,1,gabon sua gabon familia
4268,2,gai izanen zaitezkete akordio bat lortzeko
4269,1,gai izarra bere bideo forentseek pla behar dute zentzua du
4270,0,gai urgentea izan dudarik gabe espero dut ere berea izatea
4271,1,gaia desitsuratzea aurpegiratu dio
4272,1,gaia desitxuratzea aurpegiratu dio
4273,2,gaia desitxuratzea aurpegiratu dio kontseiluak
4274,1,gaia desitxuratzea aurpegiratu dio kontseiluak bidez
4275,1,gaiaren arabera zaila izan denetan ona izatea unerik onena eta alonsoren isilunea zure ustez
4276,0,gainera baikorki baloratzen eduki elkar adierazi diguten prestutasuna
4277,0,gainera bozkatu guztiak ere bizi daude
4278,1,gainera fijatu bazara gehieneko aldarriak aberriari eta nazioari eskaniak direla ez independentziari estatu propioari
4279,2,gair garan dio gobernu agintzen dunean eingo diala pausuak erabaki eskubidean eonda
4280,2,gaixotasunaren aurka borrokan ari diren guztiei besarkada bidaltzeaz gain zer
4281,1,gaizki egon ziren ertzaintzaren torturak eta biolentzia eta zuek diseinatzen lagundu zenuten dispertsioa
4282,2,gaizki egon ziren zuen poliziak eragindako hildakoak eta torturak gaizki egon izan zuek diseinatzen lagundu zenuten dispertsioa
4284,1,galdakaon eta unai lakarekin ontxe bertan
4285,0,galdera argia independentziaz erantzun nestatuarekin itun berri bat nnkataluniari inbidia sanoa diot
4286,0,galdera bat gaztelera ez badakit lan itea eduki administrazion
4287,0,galdera bideo erabili den tonua zuzen iruditu zaizu gaia mahai gainean jarri balio izan du
4288,0,galdera euskal naziozalea baldin bazara zergatik egin duzu duzue kanpain gehiena gaztelera
4290,1,galdera seriozintzoa nolakoa beharko luke preso gaixoak kale alde aldarrikapen batek han egon dadin
4291,0,galdera zer egin urte etorkin gazte batekin hezkuntza ereduaz galdezka jende
4292,2,galindovera danboreneaelorriaga
4293,2,galizako hauteskunde goaz ez nahaztu
4294,1,galizan sostengu emango diogu bozkatu
4295,1,galtzailea nagusi euskara maila penagarria
4298,0,ganbaran aurkitutako jostailuek eta bideo sorrarazitako sentimenduak nahaztu eta hau atera izan
4299,2,garaipena gara gaztiak
4300,2,garaipenaren argazkia talde pasionala eta argia
4301,1,garakoitxea orain bildukoa zatekela esatea zer du beranduz ailegatzeaz ezer ere ez
4302,1,garapena ulertzeko mudu ezberdinak daude baina jasangarritasunaren diskursoa eta praxia babestea harritzekoa izan
4304,0,garbiñ biurrunek ezezkoa eman zienean b planik gabe harrapatu zituela dirudi
4305,0,gardentasuna eusko jairlaritza ezaugarri nagusietako bat
4306,1,garoa kulturlaben elkar gaurkoan solasean
4307,1,garoa plazan
4308,2,garoñ itxi aht ez fracking ez independentzia aukerarik onena iganderako
4309,2,garrantzitsua zeharlerroa izan eta ea ere genero ikuspegitik landu
4310,0,eta hiztegiaren bila joan dira galga hitz zer den ikusteko edo aurrera jarraitu dute jakin gabe
4311,0,zer etsai independentista bezala marraztearena barre gurea bakar sortzen du ia urte luzez negar ez egiteagatik
4312,1,eta arabako espirituaz ari garenean zera esan nahi eduki aurre hartu diote beste lurealdeei ezkerretik eta behetik
4313,1,gaur arratsalde eta egongo izan zatoz
4314,0,helburua enplegu gehiago eta hobea langabezia behera jaistea gazteri lehen lan aukera eskaintzea
4315,1,arkupeak lepo eta entzun
4316,2,ekitaldira oraindik garaiz zaude etan fueros plazann
4317,1,koroatze auzoa birgaitzeko lan erreferentziazko eredu dira euskadi eta euro ere
4318,1,gaua luzea izango dela dakigun arren bihar miribillara gaua luzea iza
4319,1,gaueko etan bildu txanda izango izan
4320,0,gauerdia baino lehen eman du bere zundaketaren emaitza aurrekoarengandik desberdina bildu
4321,1,gaur etan saioan egongo izan eta etan
4322,0,gaur etan errenterian eskutik jarraitu zuzenean
4323,1,gaur etan leioako kanpusean unibertsitate ikasleekin solasaldia
4324,1,gaur etan gipuzkoa alkateen topaketa eta adierazpenak eko lege zaharren enparantzan
4325,2,gaur etan solasaldia izango eduki garoa kultur laben egitasmoaren b
4326,2,gaur eta
4327,0,gaur izango izan azpeitia
4328,1,gaur etan laudioko aldai plazan egongo izan arabako zerrenda buruarekin eta
4329,1,gaur etan barakaldoko herri iraila gazte
4330,2,gaur etan herri plazan mitin egongo dira eta
4331,2,gaur etan eibarren eta  egibarrekin jaraitu zuzenean
4332,0,gaur tan debako ekitaldian pare bat abesti akustiko joko ditugu zatoz
4333,2,gaur tan tolosako usabaldik donostia antolaturiko ekitaldira joateko
4334,2,gaur etan elkar elkar eduki kanalean
4335,1,gaur etan elkar eduki hauteskunde programa ezagutzeko
4336,0,gaur etan gure lehendakari ikus dezakezu saioan ez ezazu galdu
4338,0,gaur tan olakuetan bideo grabaketanekarri zure irrian
4339,2,gaur abadiñarrok lan egun izan eduki herri apaintzen iraila eta bozkatu barre batekin
4340,1,gaur algortan eta bereziki trasmitutako indarra eta ilusio benetan izugarria zorionak ekipo
4341,1,gaur arabako gizartearekin topaketa izango dute eta zuzenean ikusi eatik aurrera
4342,2,gaur arabako mitin eta jaia works works nrekinneta zurekin ere egin nahi eduki netorri
4343,1,gaur arratsalde barakaldoan gaude
4344,0,gaur arratsalde bergaran eduki hitzordu garrantzitsuabatu olaturan
4345,0,gaur arratsalde eta azpeitia hitzordua plaza
4346,1,gaur arratsalde euskadietorbidean egongo gara
4347,2,gaur arratsalde berria ikusten gara arabako ekitaldi nagusiann
4348,2,gaur arratsalde ekitaldian parte hartzeko deia egin du zer
4349,1,gaur arratsalde ekitaldian parte hartzeko deia egin du zer ht
4350,2,gaur basaurira lehendakari
4351,2,gaur ere kale herri gure proiektua zugaz eraiki
4352,2,gaur beasainen
4353,2,gaur bermeora etorri gara kideak santa eufemia azokara herri egotera
4354,1,gaur beste etxe bat basaurinhau izan etxe eta politika sozialaeztaukanari kendu bankuei ematekon
4355,2,gaur kanpain bukatuko du kanpain bakar bihar aurrera lelopean egun aberria eraiki edukilako
4357,1,gaur bizikleta martxa eta ekitaldia azpiko jende aukera
4358,1,gaur denok gu izango gara gure epaile bakar gaur tod nosotr decidimos
4359,1,gaur donostia topaketa eduki hiru emakumeekin eta eta ere ekin
4360,1,gaur donostia topaketa eduki hiru emakumeekin 
4361,1,gaur egon gara bergaran gure programa asaltzen
4362,1,gaur egun osoko jaia antolatu du bilbonnanimatu eta egin herri
4363,1,gaur eibarren untzaga plazan tan eta izango ditugu
4364,2,gaur ekitaldia azpeitia plazan eta eskutik tan ez geratu etxe gora herri
4365,1,gaur emankizuneko gonbita hautagaia zuzenean etan etan
4366,2,gaur ere km egin behar anaia ikusteko gaurkoan haurrik gabe noiz arte
4367,2,gaur ere gazte zuzendu zaie
4368,2,gaur ere karpa bete betea hasi eduki bergarako ekitaldia eta
4369,1,gaur eskolapean egon gara zer eta lehendakari euskadirentzat eduki proiektua herri
4370,1,gaur eta bilduko hainbat ordezkari bermeo izan dira santa eufemia azokako jaian
4371,2,gaur eta bilduko hainbat ordezkari bermeo izan dira santa eufemia azokako jaianp
4372,2,gaur eta konpañiak ehuko aretoa txiki utzi eta kanpoan jarraitu izan behar dute gazte
4373,2,gaur euskal herri gazteria eta argi diote ez dutela beldurrik
4374,2,gaur ez izan espainia alde euro baizik
4375,2,gaur garan jaunak ertzaintzak eragindako torturak ez direla eon dio zer izan tortura oina norbaiteri jarri
4376,2,gaur etxe kale bat gertatu izan eta bere sistemak irabaz du
4377,2,gaur gaueko etan elkar elkar eduki kanalean
4378,2,gaur gaueko etan   gipuzkoa zerrendaburua elkar eduki kanalean
4379,1,gaur gaueko etan juana etxe elkar eduki
4380,1,gaur gaueko etan elkar eduki kanalean
4381,1,gaur gazte konfiantza eskatu nahi dut lan berria agindu ditugu eta lehen lan aukerak agindu ditugu
4382,1,gaur gernika eta izango ditugu autogobernuaren balioaz hitz egiteko
4383,2,gaur getxon orain
4384,1,gaur gipuzkoa kideekin eta hirurok gure emakume arraunlariak animatzen
4386,0,gaur goiz  bildu gara aurkeztu eta gure proposamen jakin eman asmoz
4387,2,gaur goiz egon izan eta ekin
4388,2,gaur goiz eta donostia egongo dira estropadetan animatu zaitezte
4389,1,gaur goiz gernika azokan izan izan hainbat zerrendakide eta bilduko ordezkarirekin batera
4390,2,gaur goiz leaartibaiko ordezkariok ispasterreko nekazal azokan egon gara
4391,2,gaur goiz etan gure lehendakari entzun dezakezu saioan
4392,2,gaur gure kanpain hasiera arrancamos campañ
4393,2,gaur gure lehendakari urte í
4394,2,gaur gurekin izango izan unai asurmendi kirol programa aurkezten tan kultur etxe
4395,1,gaur hautagaiarekin etan
4396,2,gaur hitzordu garrantzitsua eduki eta maialen plazan animatu
4397,1,gaur ilusioz bete eduki gure mezua bazter guztietara zabaldu behar eduki
4398,0,gaur lehendakari izan eduki  hitzaldi ona eta sinesgarria nik argi eduki check_box_with_check
4399,1,gaur iraunkortasunari buruzko ekitaldia etan zuzenean ikusteko
